Timestamp,ID,Temp,Humidity,CO,NOX,HEATER ON
06:16:21,F45EAB9F6CCD,22.610,31.049,8,600,0
06:16:25,F45EAB9F6CCD,22.610,31.152,6,699,0
06:16:30,F45EAB9F6CCD,22.671,31.049,5,822,0
06:16:35,F45EAB9F6CCD,22.842,30.933,5,881,0
06:16:40,F45EAB9F6CCD,22.791,30.933,4,943,0
06:16:45,F45EAB9F6CCD,-1000.000,30.835,4,1017,0
06:16:51,F45EAB9F6CCD,22.973,30.719,4,1095,0
06:16:56,F45EAB9F6CCD,23.063,30.621,4,1167,0
06:17:01,F45EAB9F6CCD,23.164,30.408,4,1210,0
06:17:06,F45EAB9F6CCD,23.224,30.609,4,1242,0
06:17:11,F45EAB9F6CCD,23.386,31.592,5,2047,1
06:17:16,F45EAB9F6CCD,23.557,32.288,5,2047,1
06:17:21,F45EAB9F6CCD,23.718,33.466,5,2047,1
06:17:26,F45EAB9F6CCD,23.809,34.161,4,2047,1
06:17:32,F45EAB9F6CCD,23.919,33.948,4,1976,1
06:17:37,F45EAB9F6CCD,24.040,33.746,4,1878,1
06:17:42,F45EAB9F6CCD,24.191,33.435,4,1806,1
06:17:47,F45EAB9F6CCD,24.342,33.118,4,1749,1
06:17:52,F45EAB9F6CCD,24.393,32.721,4,1703,1
06:17:57,F45EAB9F6CCD,24.554,32.227,4,1668,1
06:18:02,F45EAB9F6CCD,24.665,31.909,4,1639,1
06:18:07,F45EAB9F6CCD,24.745,31.610,4,1615,1
06:18:13,F45EAB9F6CCD,24.856,31.396,4,1594,1
06:18:18,F45EAB9F6CCD,24.967,31.104,4,1575,1
06:18:23,F45EAB9F6CCD,25.088,30.988,4,1559,1
06:18:28,F45EAB9F6CCD,25.219,30.786,4,1544,1
06:18:33,F45EAB9F6CCD,25.299,30.573,4,1531,1
06:18:38,F45EAB9F6CCD,25.410,30.475,4,1519,1
06:18:43,F45EAB9F6CCD,25.460,30.377,4,1507,1
06:18:48,F45EAB9F6CCD,25.601,30.164,4,1496,1
06:18:54,F45EAB9F6CCD,25.692,29.962,4,1486,1
06:18:59,F45EAB9F6CCD,25.762,29.865,4,1477,1
06:19:04,F45EAB9F6CCD,25.823,29.651,4,1468,1
06:19:09,F45EAB9F6CCD,25.984,29.553,4,1459,1
06:19:14,F45EAB9F6CCD,25.984,29.358,4,1452,1
06:19:19,F45EAB9F6CCD,26.135,29.242,4,1444,1
06:19:24,F45EAB9F6CCD,26.195,29.144,4,1438,1
06:19:29,F45EAB9F6CCD,26.165,29.041,4,1431,1
06:19:35,F45EAB9F6CCD,26.306,28.833,4,1425,1
06:19:40,F45EAB9F6CCD,26.417,28.729,4,1419,1
06:19:45,F45EAB9F6CCD,26.467,28.632,4,1414,1
06:19:50,F45EAB9F6CCD,26.558,28.522,4,1409,1
06:19:55,F45EAB9F6CCD,26.598,28.320,4,1404,1
06:20:00,F45EAB9F6CCD,26.679,28.223,4,1400,1
06:20:05,F45EAB9F6CCD,26.759,28.113,4,1395,1
06:20:10,F45EAB9F6CCD,26.779,28.113,4,1391,1
06:20:16,F45EAB9F6CCD,26.900,28.009,4,1387,1
06:20:21,F45EAB9F6CCD,26.941,27.911,4,1384,1
06:20:26,F45EAB9F6CCD,26.931,27.814,4,1380,1
06:20:31,F45EAB9F6CCD,27.021,27.704,4,1377,1
06:20:36,F45EAB9F6CCD,27.092,27.600,4,1374,1
06:20:41,F45EAB9F6CCD,27.092,27.502,4,1371,1
06:20:46,F45EAB9F6CCD,27.202,27.405,4,1368,1
06:20:52,F45EAB9F6CCD,27.182,27.307,4,1365,1
06:20:57,F45EAB9F6CCD,27.233,27.191,4,1362,1
06:21:02,F45EAB9F6CCD,27.333,27.094,4,1359,1
06:21:07,F45EAB9F6CCD,27.454,26.996,4,1356,1
06:21:12,F45EAB9F6CCD,27.454,26.996,4,1354,1
06:21:17,F45EAB9F6CCD,27.454,26.898,4,1352,1
06:21:22,F45EAB9F6CCD,27.525,26.782,4,1349,1
06:21:27,F45EAB9F6CCD,27.525,26.685,4,1347,1
06:21:33,F45EAB9F6CCD,27.615,26.685,4,1345,1
06:21:38,F45EAB9F6CCD,27.646,26.587,4,1343,1
06:21:43,F45EAB9F6CCD,27.686,26.489,4,1341,1
06:21:48,F45EAB9F6CCD,27.605,26.489,4,1339,1
06:21:53,F45EAB9F6CCD,27.686,26.392,4,1337,1
06:21:58,F45EAB9F6CCD,27.766,26.276,4,1335,1
06:22:03,F45EAB9F6CCD,27.832,-1000.000,1334,1334,1
06:22:08,F45EAB9F6CCD,27.857,26.178,4,1332,1
06:22:14,F45EAB9F6CCD,27.867,26.178,4,1330,1
06:22:19,F45EAB9F6CCD,27.928,26.080,4,1329,1
06:22:24,F45EAB9F6CCD,27.988,25.970,4,1327,1
06:22:29,F45EAB9F6CCD,27.928,25.983,4,1326,1
06:22:34,F45EAB9F6CCD,28.079,25.873,4,1324,1
06:22:39,F45EAB9F6CCD,28.058,25.873,4,1323,1
06:22:44,F45EAB9F6CCD,28.079,25.769,4,1321,1
06:22:49,F45EAB9F6CCD,28.028,25.769,4,1320,1
06:22:55,F45EAB9F6CCD,28.109,25.671,4,1319,1
06:23:00,F45EAB9F6CCD,28.109,25.671,4,1317,1
06:23:05,F45EAB9F6CCD,28.210,25.562,4,1316,1
06:23:10,F45EAB9F6CCD,28.270,25.562,4,1315,1
06:23:15,F45EAB9F6CCD,28.270,25.562,4,1314,1
