Log Number,Ozone,Cell Temp,Cell Pressure,Flow Rate,PDV,Date,Time
1,8.6,31.2,812.9,992,1.4968,11/6/2018,13:22:46
2,6.7,31.2,813.7,984,1.4967,11/6/2018,13:22:48
3,5.7,31.2,813.7,984,1.4967,11/6/2018,13:22:50
4,5,31.2,811.7,984,1.4967,11/6/2018,13:22:52
5,4,31.2,811.7,984,1.4967,11/6/2018,13:22:54
6,3.7,31.2,813.4,956,1.4966,11/6/2018,13:22:56
7,4,31.2,813.4,956,1.4967,11/6/2018,13:22:58
8,4.4,31.2,811.6,976,1.4967,11/6/2018,13:23:00
9,4.5,31.2,811.6,976,1.4967,11/6/2018,13:23:02
10,3.9,31.2,813.5,964,1.4966,11/6/2018,13:23:04
11,4,31.2,813.5,964,1.4967,11/6/2018,13:23:06
12,5.1,31.2,811.9,969,1.4966,11/6/2018,13:23:08
13,5.5,31.2,811.9,969,1.4966,11/6/2018,13:23:10
14,5.5,31.2,813.4,982,1.4966,11/6/2018,13:23:12
15,5.9,31.2,813.4,982,1.4966,11/6/2018,13:23:14
16,6.3,31.2,811.7,974,1.4966,11/6/2018,13:23:16
17,6.1,31.2,811.7,974,1.4966,11/6/2018,13:23:18
18,5.6,31.2,813.4,990,1.4966,11/6/2018,13:23:20
19,5.6,31.2,813.4,990,1.4966,11/6/2018,13:23:22
20,6.1,31.2,812.3,975,1.4965,11/6/2018,13:23:24
21,6.5,31.2,812.3,975,1.4966,11/6/2018,13:23:26
22,6.6,31.2,813.2,978,1.4965,11/6/2018,13:23:28
23,6.7,31.2,813.2,978,1.4965,11/6/2018,13:23:30
24,6.4,31.2,812,978,1.4965,11/6/2018,13:23:32
25,6,31.2,812,978,1.4965,11/6/2018,13:23:34
26,5.9,31.2,813.4,976,1.4965,11/6/2018,13:23:36
27,6,31.2,813.4,976,1.4965,11/6/2018,13:23:38
28,6.7,31.2,812.4,958,1.4964,11/6/2018,13:23:40
29,7.5,31.2,812.4,958,1.4965,11/6/2018,13:23:42
30,8,31.2,813.3,975,1.4964,11/6/2018,13:23:44
31,8.2,31.2,813.3,975,1.4965,11/6/2018,13:23:46
32,8.4,31.2,813.2,954,1.4964,11/6/2018,13:23:48
33,8.9,31.2,813.2,954,1.4965,11/6/2018,13:23:50
34,10.3,31.2,812.2,979,1.4964,11/6/2018,13:23:52
35,11.8,31.2,812.2,979,1.4965,11/6/2018,13:23:54
