,filename,fileID,SensorID,isAirU,isStandard,c1,c1 ci,c2,c2 ci,c3,c3 ci,R2
0,0_2018_05_29_B2.csv,0,106-L,False,True,,,,,,,
1,18-05-29-S12.CSV,1,606405AA0DCB,True,False,185.92264974499173,1.1237669118490015,0.651408863406206,0.02303837318600923,-0.16639031401955243,0.0037715268737146426,0.9657089180039559
2,18-05-29-S5.CSV,2,F45EAB9F6CCD,True,False,175.4839361445596,0.8034655711051975,1.5737527006672225,0.05166575153428158,-0.4193230191713777,0.009135801639581798,0.9720470115182458
3,18-05-29-S8.CSV,3,A81B6A77FEE8,True,False,175.6069163629193,1.0371169505616384,0.3601304130103027,0.013969196294740792,-0.09232533430823481,0.0027153224868596234,0.9464356266791093
