Log Number,Ozone,Cell Temp,Cell Pressure,Flow Rate,PDV,Date,Time
1,11.3,32.7,805.6,959,1.5003,31/05/18,13:54:36
2,11.5,32.7,805.6,959,1.5004,31/05/18,13:54:38
3,11.5,32.7,805.2,960,1.5003,31/05/18,13:54:40
4,11.6,32.7,805.2,960,1.5004,31/05/18,13:54:42
5,11.8,32.7,804.8,960,1.5003,31/05/18,13:54:44
6,12,32.7,804.8,960,1.5004,31/05/18,13:54:46
7,12.2,32.7,804.3,952,1.5003,31/05/18,13:54:48
8,12.5,32.7,804.3,952,1.5004,31/05/18,13:54:50
9,12.9,32.7,803.5,951,1.5003,31/05/18,13:54:52
10,13.2,32.7,803.5,951,1.5004,31/05/18,13:54:54
11,13.1,32.7,803.1,955,1.5003,31/05/18,13:54:56
12,12.8,32.7,803.1,955,1.5004,31/05/18,13:54:58
13,12.8,32.7,803.7,951,1.5003,31/05/18,13:55:00
14,13.2,32.7,803.7,951,1.5004,31/05/18,13:55:02
15,13.8,32.7,805,955,1.5003,31/05/18,13:55:04
16,14.6,32.7,805,955,1.5004,31/05/18,13:55:06
17,15.5,32.7,804.9,965,1.5002,31/05/18,13:55:08
18,16.7,32.7,804.9,965,1.5003,31/05/18,13:55:10
19,17.6,32.7,805.8,972,1.5002,31/05/18,13:55:12
20,18.6,32.7,805.8,972,1.5003,31/05/18,13:55:14
21,20,32.7,806,979,1.5002,31/05/18,13:55:16
22,21.4,32.7,806,979,1.5003,31/05/18,13:55:18
23,22.5,32.7,805.7,979,1.5002,31/05/18,13:55:20
24,23.6,32.7,805.7,979,1.5003,31/05/18,13:55:22
25,24.8,32.7,805.3,979,1.5002,31/05/18,13:55:24
26,26,32.7,805.3,979,1.5003,31/05/18,13:55:26
27,26.8,32.7,804.7,979,1.5001,31/05/18,13:55:28
28,27.5,32.7,804.7,979,1.5003,31/05/18,13:55:30
29,28.3,32.7,804.1,980,1.5001,31/05/18,13:55:32
30,29.2,32.7,804.1,980,1.5003,31/05/18,13:55:34
31,29.7,32.7,803.5,979,1.5001,31/05/18,13:55:36
32,29.9,32.7,803.5,979,1.5003,31/05/18,13:55:38
33,30.9,32.7,803.5,979,1.5001,31/05/18,13:55:40
34,32.3,32.7,803.5,979,1.5002,31/05/18,13:55:42
35,33.3,32.7,803.9,982,1.5001,31/05/18,13:55:44
36,33.6,32.7,803.9,982,1.5002,31/05/18,13:55:46
37,33.8,32.7,804.4,982,1.5,31/05/18,13:55:48
38,34.3,32.7,804.4,982,1.5002,31/05/18,13:55:50
39,34.9,32.7,805.2,982,1.5,31/05/18,13:55:52
40,35.3,32.7,805.2,982,1.5002,31/05/18,13:55:54
41,36,32.7,805.8,983,1.5,31/05/18,13:55:56
42,37.2,32.7,805.8,983,1.5002,31/05/18,13:55:58
43,38.3,32.7,805.9,986,1.4999,31/05/18,13:56:00
