Log Number,Ozone,Cell Temp,Cell Pressure,Flow Rate,PDV,Date,Time
1,-1.6,27.7,816.1,967,1.3701,22/06/18,9:17:03
2,-28.5,27.7,816.1,967,1.3703,22/06/18,9:17:05
3,-34.3,27.7,815.1,967,1.3704,22/06/18,9:17:07
4,-29.5,27.7,815.1,967,1.3706,22/06/18,9:17:09
5,-29.7,27.6,816.3,949,1.3707,22/06/18,9:17:11
6,-29.4,27.6,816.3,949,1.3709,22/06/18,9:17:13
7,-28.9,27.6,817.2,942,1.371,22/06/18,9:17:15
8,-28.3,27.6,817.2,942,1.3712,22/06/18,9:17:17
9,-27.8,27.7,815.7,909,1.3713,22/06/18,9:17:19
10,-27.4,27.7,815.7,909,1.3715,22/06/18,9:17:21
11,-11.2,27.7,816.4,953,1.3716,22/06/18,9:17:23
12,16.3,27.7,816.4,953,1.3719,22/06/18,9:17:25
13,23.4,27.7,817.2,963,1.3719,22/06/18,9:17:27
14,20.2,27.7,817.2,963,1.3722,22/06/18,9:17:29
15,22.4,27.8,815.3,958,1.3722,22/06/18,9:17:31
16,24.8,27.8,815.3,958,1.3725,22/06/18,9:17:33
17,27,27.7,816.8,945,1.3725,22/06/18,9:17:35
18,29.4,27.7,816.8,945,1.3728,22/06/18,9:17:37
19,32.1,27.8,815.7,921,1.3728,22/06/18,9:17:39
20,34.8,27.8,815.7,921,1.3731,22/06/18,9:17:41
21,37.9,27.8,816.5,959,1.3731,22/06/18,9:17:43
22,41,27.8,816.5,959,1.3734,22/06/18,9:17:45
23,43.7,27.8,817,995,1.3734,22/06/18,9:17:47
24,46.2,27.8,817,995,1.3738,22/06/18,9:17:49
25,48.8,27.8,815.5,1001,1.3737,22/06/18,9:17:51
26,51.3,27.8,815.5,1001,1.3741,22/06/18,9:17:53
27,53.4,27.8,816.5,963,1.374,22/06/18,9:17:55
28,55.2,27.8,816.5,963,1.3744,22/06/18,9:17:57
29,57,27.8,816.3,966,1.3743,22/06/18,9:17:59
30,58.4,27.8,816.3,966,1.3747,22/06/18,9:18:01
31,59.8,27.8,816.2,910,1.3746,22/06/18,9:18:03
32,61.3,27.8,816.2,910,1.375,22/06/18,9:18:05
33,62.7,27.8,816.3,940,1.3749,22/06/18,9:18:07
34,63.8,27.8,816.3,940,1.3753,22/06/18,9:18:09
35,64.9,27.8,816.7,1000,1.3752,22/06/18,9:18:11
36,65.9,27.8,816.7,1000,1.3756,22/06/18,9:18:13
37,67.4,27.8,816.1,940,1.3754,22/06/18,9:18:15
38,69,27.8,816.1,940,1.3759,22/06/18,9:18:17
39,70.3,27.8,817,979,1.3758,22/06/18,9:18:19
40,71.4,27.8,817,979,1.3762,22/06/18,9:18:21
41,72.5,27.8,815.8,914,1.3761,22/06/18,9:18:23
42,73.5,27.8,815.8,914,1.3765,22/06/18,9:18:25
43,74.3,27.8,817,949,1.3764,22/06/18,9:18:27
44,75.2,27.8,817,949,1.3769,22/06/18,9:18:29
45,76.2,27.8,815,949,1.3767,22/06/18,9:18:31
46,77,27.8,815,949,1.3772,22/06/18,9:18:33
47,78,27.8,816.8,944,1.3769,22/06/18,9:18:35
48,79,27.8,816.8,944,1.3774,22/06/18,9:18:37
49,80.2,27.8,815.2,900,1.3772,22/06/18,9:18:39
50,81.8,27.8,815.2,900,1.3778,22/06/18,9:18:41
51,83.8,27.8,817.2,948,1.3775,22/06/18,9:18:43
52,86.1,27.8,817.2,948,1.3781,22/06/18,9:18:45
53,88.7,27.8,815.9,883,1.3778,22/06/18,9:18:47
54,91.3,27.8,815.9,883,1.3783,22/06/18,9:18:49
55,93.2,27.8,816.4,918,1.3781,22/06/18,9:18:51
56,95,27.8,816.4,918,1.3786,22/06/18,9:18:53
57,96.8,27.8,816.9,928,1.3783,22/06/18,9:18:55
58,98.4,27.8,816.9,928,1.3789,22/06/18,9:18:57
59,99.6,27.8,815.5,909,1.3786,22/06/18,9:18:59
60,100.5,27.8,815.5,909,1.3792,22/06/18,9:19:01
61,100.8,27.8,817.1,951,1.3789,22/06/18,9:19:03
62,101.2,27.8,817.1,951,1.3795,22/06/18,9:19:05
63,101.9,27.8,816.6,954,1.3792,22/06/18,9:19:07
64,102.7,27.8,816.6,954,1.3798,22/06/18,9:19:09
65,103.6,27.8,815.2,995,1.3795,22/06/18,9:19:11
66,104.2,27.8,815.2,995,1.3801,22/06/18,9:19:13
67,104.8,27.8,816.8,946,1.3797,22/06/18,9:19:15
68,106.1,27.8,816.8,946,1.3804,22/06/18,9:19:17
69,107.6,27.8,816.8,984,1.38,22/06/18,9:19:19
70,109.1,27.8,816.8,984,1.3807,22/06/18,9:19:21
71,110.6,27.8,815.5,915,1.3803,22/06/18,9:19:23
72,111.9,27.8,815.5,915,1.381,22/06/18,9:19:25
73,112.9,27.8,815.3,936,1.3806,22/06/18,9:19:27
74,113.9,27.8,815.3,936,1.3812,22/06/18,9:19:29
75,114.9,27.8,816.5,977,1.3808,22/06/18,9:19:31
76,116.2,27.8,816.5,977,1.3815,22/06/18,9:19:33
77,117.4,27.8,817.1,952,1.3811,22/06/18,9:19:35
78,117.9,27.8,817.1,952,1.3818,22/06/18,9:19:37
79,118.4,27.8,816,967,1.3814,22/06/18,9:19:39
80,119.5,27.8,816,967,1.382,22/06/18,9:19:41
81,120.7,27.8,815.2,943,1.3816,22/06/18,9:19:43
82,121.6,27.8,815.2,943,1.3823,22/06/18,9:19:45
83,122.5,27.8,816.6,920,1.3819,22/06/18,9:19:47
84,123.3,27.8,816.6,920,1.3826,22/06/18,9:19:49
85,124.4,27.8,817.2,920,1.3822,22/06/18,9:19:51
86,125.6,27.8,817.2,920,1.3829,22/06/18,9:19:53
87,126.7,27.8,816.9,988,1.3824,22/06/18,9:19:55
88,127.8,27.8,816.9,988,1.3831,22/06/18,9:19:57
89,128.9,27.8,815.6,911,1.3827,22/06/18,9:19:59
90,130.3,27.8,815.6,911,1.3834,22/06/18,9:20:01
91,131.9,27.8,815.2,926,1.3829,22/06/18,9:20:03
92,133.5,27.8,815.2,926,1.3837,22/06/18,9:20:05
93,134.9,27.8,816.8,946,1.3832,22/06/18,9:20:07
94,136.2,27.8,816.8,946,1.3839,22/06/18,9:20:09
95,137.6,27.8,816.3,1010,1.3834,22/06/18,9:20:11
96,138.7,27.8,816.3,1010,1.3842,22/06/18,9:20:13
97,139.4,27.8,816.4,965,1.3837,22/06/18,9:20:15
98,140.6,27.8,816.4,965,1.3845,22/06/18,9:20:17
