Log Number,Ozone,Cell Temp,Cell Pressure,Flow Rate,PDV,Date,Time
1,-32.1,29.2,806.7,999,1.4564,28/06/18,7:44:29
2,-97.1,29.2,806.7,999,1.4565,28/06/18,7:44:31
3,-110.2,29.2,806.6,999,1.4565,28/06/18,7:44:33
4,-97.1,29.2,806.6,999,1.4567,28/06/18,7:44:35
5,-96.9,29.2,808.3,1005,1.4567,28/06/18,7:44:37
6,-96.8,29.2,808.3,1005,1.4569,28/06/18,7:44:39
7,-96.8,29.2,808.5,1006,1.4569,28/06/18,7:44:41
8,-96.7,29.2,808.5,1006,1.457,28/06/18,7:44:43
9,-96.1,29.2,808,970,1.4571,28/06/18,7:44:45
10,-95.1,29.2,808,970,1.4572,28/06/18,7:44:47
11,-55.4,29.2,806.6,992,1.4573,28/06/18,7:44:49
12,9.6,29.2,806.6,992,1.4574,28/06/18,7:44:51
13,22.8,29.2,806.8,961,1.4574,28/06/18,7:44:53
14,10.9,29.2,806.8,961,1.4576,28/06/18,7:44:55
15,12.8,29.2,807.7,967,1.4576,28/06/18,7:44:57
16,14.8,29.2,807.7,967,1.4578,28/06/18,7:44:59
17,16.3,29.2,808.4,1006,1.4578,28/06/18,7:45:01
18,17.5,29.2,808.4,1006,1.458,28/06/18,7:45:03
19,19.2,29.2,808.6,970,1.4579,28/06/18,7:45:05
20,21.8,29.2,808.6,970,1.4582,28/06/18,7:45:07
21,24.3,29.2,808,970,1.4581,28/06/18,7:45:09
22,26.6,29.2,808,970,1.4584,28/06/18,7:45:11
23,29,29.2,806.2,982,1.4583,28/06/18,7:45:13
24,31.2,29.2,806.2,982,1.4586,28/06/18,7:45:15
25,32.7,29.2,807.1,965,1.4585,28/06/18,7:45:17
26,34,29.2,807.1,965,1.4587,28/06/18,7:45:19
27,35.8,29.2,808.6,974,1.4586,28/06/18,7:45:21
28,38.4,29.2,808.6,974,1.4589,28/06/18,7:45:23
29,40.7,29.2,808.5,989,1.4588,28/06/18,7:45:25
30,41.7,29.2,808.5,989,1.4591,28/06/18,7:45:27
31,42.6,29.2,806.3,989,1.459,28/06/18,7:45:29
32,44.5,29.2,806.3,989,1.4593,28/06/18,7:45:31
33,46.5,29.2,806.8,990,1.4592,28/06/18,7:45:33
34,48.3,29.2,806.8,990,1.4595,28/06/18,7:45:35
35,49.5,29.2,808.1,989,1.4594,28/06/18,7:45:37
36,50.4,29.2,808.1,989,1.4597,28/06/18,7:45:39
37,51.3,29.2,808.4,1003,1.4595,28/06/18,7:45:41
38,52.2,29.2,808.4,1003,1.4599,28/06/18,7:45:43
39,53.4,29.2,806.9,950,1.4597,28/06/18,7:45:45
40,54.9,29.2,806.9,950,1.4601,28/06/18,7:45:47
41,56.6,29.2,807.2,979,1.4598,28/06/18,7:45:49
42,58.7,29.2,807.2,979,1.4602,28/06/18,7:45:51
43,60.3,29.2,807.9,984,1.46,28/06/18,7:45:53
44,61.3,29.2,807.9,984,1.4604,28/06/18,7:45:55
45,63.1,29.2,807.6,989,1.4602,28/06/18,7:45:57
46,65.6,29.2,807.6,989,1.4606,28/06/18,7:45:59
47,67.7,29.2,806.2,936,1.4604,28/06/18,7:46:01
48,68.8,29.2,806.2,936,1.4608,28/06/18,7:46:03
49,69.5,29.2,807.8,976,1.4606,28/06/18,7:46:05
50,70.3,29.2,807.8,976,1.461,28/06/18,7:46:07
51,71.4,29.2,808,986,1.4607,28/06/18,7:46:09
