Timestamp,ID,Temp,Humidity,CO,NOX,HEATER ON
13:04:14,A81B6A77FEE8,26.205,19.33,9,2047,1
13:04:17,A81B6A77FEE8,26.236,19.33,8,2047,1
13:04:22,A81B6A77FEE8,26.266,19.33,6,2047,1
13:04:26,A81B6A77FEE8,26.357,19.318,6,2047,1
13:04:31,A81B6A77FEE8,26.427,19.22,5,2047,1
13:04:37,A81B6A77FEE8,26.608,19.208,5,2047,1
13:04:42,A81B6A77FEE8,26.679,19.012,5,2047,1
13:04:47,A81B6A77FEE8,26.79,19.012,5,2047,1
13:04:52,A81B6A77FEE8,26.91,18.805,4,2047,1
13:04:57,A81B6A77FEE8,26.991,18.805,4,2047,1
13:05:02,A81B6A77FEE8,27.061,18.695,15,2047,1
13:05:07,A81B6A77FEE8,27.132,18.597,4,2047,1
13:05:13,A81B6A77FEE8,27.293,18.5,4,2047,1
13:05:18,A81B6A77FEE8,27.394,18.39,4,2047,1
13:05:23,A81B6A77FEE8,27.394,18.39,4,2047,1
13:05:28,A81B6A77FEE8,27.575,18.286,4,2047,1
13:05:33,A81B6A77FEE8,27.605,18.182,4,2047,1
13:05:38,A81B6A77FEE8,27.696,18.182,4,2047,1
13:05:43,A81B6A77FEE8,27.847,18.079,4,2047,1
13:05:49,A81B6A77FEE8,27.917,17.981,4,2047,1
13:05:54,A81B6A77FEE8,27.877,17.877,4,2047,1
13:05:59,A81B6A77FEE8,27.978,17.877,4,2047,1
13:06:04,A81B6A77FEE8,28.089,17.773,4,2047,1
13:06:09,A81B6A77FEE8,28.189,17.676,4,2047,1
13:06:14,A81B6A77FEE8,28.26,17.676,4,2043,1
13:06:19,A81B6A77FEE8,28.28,17.676,4,2037,1
13:06:24,A81B6A77FEE8,28.381,17.566,4,2032,1
13:06:30,A81B6A77FEE8,28.441,17.468,4,2027,1
13:06:35,A81B6A77FEE8,28.471,17.468,4,2023,1
13:06:40,A81B6A77FEE8,28.602,17.358,4,2019,1
13:06:45,A81B6A77FEE8,28.633,17.261,4,2015,1
13:06:50,A81B6A77FEE8,28.622,17.358,4,2012,1
13:06:55,A81B6A77FEE8,28.753,17.261,4,2008,1
13:07:00,A81B6A77FEE8,28.814,17.255,4,2006,1
13:07:06,A81B6A77FEE8,28.914,17.157,4,2004,1
13:07:11,A81B6A77FEE8,28.904,17.157,4,2001,1
13:07:16,A81B6A77FEE8,28.884,17.059,4,1999,1
13:07:21,A81B6A77FEE8,28.975,17.059,4,1997,1
13:07:26,A81B6A77FEE8,29.076,16.949,4,1995,1
13:07:31,A81B6A77FEE8,29.076,16.949,4,1993,1
