Log Number,Ozone,Cell Temp,Cell Pressure,Flow Rate,PDV,Date,Time
8,13.9,32.2,811.2,955,1.4739,4/6/2018,14:34:25
9,14,32.2,809.7,971,1.4739,4/6/2018,14:34:27
10,13.9,32.2,809.7,971,1.4739,4/6/2018,14:34:29
11,11.7,32.2,809.6,969,1.4739,4/6/2018,14:34:31
12,7.7,32.2,809.6,969,1.4739,4/6/2018,14:34:33
13,6.6,32.2,811.2,959,1.4738,4/6/2018,14:34:35
14,7.2,32.2,811.2,959,1.4739,4/6/2018,14:34:37
15,6.8,32.2,810,974,1.4738,4/6/2018,14:34:39
16,6.1,32.2,810,974,1.4738,4/6/2018,14:34:41
17,5.7,32.2,809.5,956,1.4738,4/6/2018,14:34:43
18,5.7,32.2,809.5,956,1.4738,4/6/2018,14:34:45
19,5.9,32.2,811.1,957,1.4738,4/6/2018,14:34:47
20,6.2,32.2,811.1,957,1.4738,4/6/2018,14:34:49
21,6.5,32.2,809.5,982,1.4738,4/6/2018,14:34:51
22,7.1,32.2,809.5,982,1.4738,4/6/2018,14:34:53
23,7.6,32.2,810.1,957,1.4737,4/6/2018,14:34:55
24,8,32.2,810.1,957,1.4738,4/6/2018,14:34:57
25,8.6,32.2,811,972,1.4737,4/6/2018,14:34:59
26,9.4,32.2,811,972,1.4738,4/6/2018,14:35:01
27,10.6,32.2,809.1,987,1.4737,4/6/2018,14:35:03
28,11.8,32.2,809.1,987,1.4737,4/6/2018,14:35:05
29,12.5,32.2,811.1,962,1.4737,4/6/2018,14:35:07
30,13.2,32.2,811.1,962,1.4737,4/6/2018,14:35:09
31,14.1,32.2,810.8,977,1.4736,4/6/2018,14:35:11
32,15.1,32.2,810.8,977,1.4737,4/6/2018,14:35:13
33,16.2,32.2,809,993,1.4736,4/6/2018,14:35:15
34,17.4,32.2,809,993,1.4737,4/6/2018,14:35:17
35,18.6,32.2,811.3,978,1.4736,4/6/2018,14:35:19
36,19.8,32.2,811.3,978,1.4737,4/6/2018,14:35:21
37,20.8,32.2,809.6,986,1.4736,4/6/2018,14:35:23
38,21.3,32.2,809.6,986,1.4737,4/6/2018,14:35:25
39,22.1,32.2,809.9,979,1.4735,4/6/2018,14:35:27
40,23.5,32.2,809.9,979,1.4737,4/6/2018,14:35:29
41,24.8,32.2,811.2,976,1.4735,4/6/2018,14:35:31
42,25.7,32.2,811.2,976,1.4737,4/6/2018,14:35:33
43,26.3,32.2,809.5,989,1.4735,4/6/2018,14:35:35
44,26.9,32.2,809.5,989,1.4736,4/6/2018,14:35:37
45,27.8,32.2,809.7,972,1.4735,4/6/2018,14:35:39
46,28.5,32.2,809.7,972,1.4736,4/6/2018,14:35:41
47,28.9,32.2,811.1,979,1.4734,4/6/2018,14:35:43
48,30,32.2,811.1,979,1.4736,4/6/2018,14:35:45
49,31.2,32.2,808.9,985,1.4734,4/6/2018,14:35:47
50,31.4,32.2,808.9,985,1.4736,4/6/2018,14:35:49
51,31.4,32.2,810.7,967,1.4734,4/6/2018,14:35:51
52,31.9,32.2,810.7,967,1.4736,4/6/2018,14:35:53
