Log Number,Ozone,Cell Temp,Cell Pressure,Flow Rate,PDV,Date,Time
1,2.2,31.7,817,997,1.4985,12/6/2018,13:32:40
2,1.8,31.7,817,997,1.4985,12/6/2018,13:32:42
3,1.5,31.7,814.6,966,1.4985,12/6/2018,13:32:44
4,1.7,31.7,814.6,966,1.4985,12/6/2018,13:32:46
5,1.7,31.6,816,975,1.4985,12/6/2018,13:32:48
6,1.5,31.6,816,975,1.4985,12/6/2018,13:32:50
7,1.5,31.6,817.2,975,1.4984,12/6/2018,13:32:52
8,1.8,31.6,817.2,975,1.4984,12/6/2018,13:32:54
9,2,31.7,814.9,971,1.4984,12/6/2018,13:32:56
10,1.9,31.7,814.9,971,1.4984,12/6/2018,13:32:58
11,1.9,31.6,815.7,956,1.4984,12/6/2018,13:33:00
12,2.2,31.6,815.7,956,1.4984,12/6/2018,13:33:02
13,2.2,31.6,817.2,957,1.4984,12/6/2018,13:33:04
14,1.9,31.6,817.2,957,1.4984,12/6/2018,13:33:06
15,1.6,31.6,815.2,952,1.4984,12/6/2018,13:33:08
16,1.2,31.6,815.2,952,1.4984,12/6/2018,13:33:10
17,1.2,31.6,815.7,968,1.4984,12/6/2018,13:33:12
18,1.1,31.6,815.7,968,1.4984,12/6/2018,13:33:14
19,0.8,31.6,817.2,952,1.4983,12/6/2018,13:33:16
20,0.6,31.6,817.2,952,1.4983,12/6/2018,13:33:18
21,0.5,31.6,815,951,1.4983,12/6/2018,13:33:20
22,0.8,31.6,815,951,1.4983,12/6/2018,13:33:22
23,1.4,31.6,814.5,960,1.4983,12/6/2018,13:33:24
24,1.8,31.6,814.5,960,1.4983,12/6/2018,13:33:26
25,2,31.6,816.5,957,1.4983,12/6/2018,13:33:28
26,1.8,31.6,816.5,957,1.4983,12/6/2018,13:33:30
27,1.3,31.6,816.3,963,1.4983,12/6/2018,13:33:32
28,1.3,31.6,816.3,963,1.4983,12/6/2018,13:33:34
29,1.8,31.6,814.7,974,1.4982,12/6/2018,13:33:36
30,2,31.6,814.7,974,1.4983,12/6/2018,13:33:38
31,2.2,31.6,816.5,971,1.4982,12/6/2018,13:33:40
32,2.6,31.6,816.5,971,1.4982,12/6/2018,13:33:42
33,2.9,31.6,816.7,976,1.4982,12/6/2018,13:33:44
34,3.3,31.6,816.7,976,1.4982,12/6/2018,13:33:46
35,4.3,31.6,814.3,1002,1.4982,12/6/2018,13:33:48
36,5.6,31.6,814.3,1002,1.4982,12/6/2018,13:33:50
37,6.6,31.7,816.3,981,1.4981,12/6/2018,13:33:52
38,7.2,31.7,816.3,981,1.4982,12/6/2018,13:33:54
39,7.4,31.7,816.6,986,1.4981,12/6/2018,13:33:56
40,7.9,31.7,816.6,986,1.4981,12/6/2018,13:33:58
41,8.5,31.6,814.4,993,1.4981,12/6/2018,13:34:00
42,9.2,31.6,814.4,993,1.4981,12/6/2018,13:34:02
43,10.3,31.6,816.1,1008,1.498,12/6/2018,13:34:04
44,11.5,31.6,816.1,1008,1.4981,12/6/2018,13:34:06
45,12.7,31.6,816.8,981,1.498,12/6/2018,13:34:08
46,13.7,31.6,816.8,981,1.4981,12/6/2018,13:34:10
47,14.6,31.7,814.6,983,1.498,12/6/2018,13:34:12
48,15.6,31.7,814.6,983,1.4981,12/6/2018,13:34:14
49,16.4,31.6,815.8,998,1.498,12/6/2018,13:34:16
50,17.2,31.6,815.8,998,1.4981,12/6/2018,13:34:18
51,18.5,31.6,816.8,970,1.498,12/6/2018,13:34:20
52,19.9,31.6,816.8,970,1.4981,12/6/2018,13:34:22
53,20.7,31.7,814.3,972,1.4979,12/6/2018,13:34:24
54,21.3,31.7,814.3,972,1.4981,12/6/2018,13:34:26
55,21.8,31.6,814.9,983,1.4979,12/6/2018,13:34:28
56,22.4,31.6,814.9,983,1.498,12/6/2018,13:34:30
57,23,31.6,816.5,970,1.4979,12/6/2018,13:34:32
58,23.8,31.6,816.5,970,1.498,12/6/2018,13:34:34
59,25.1,31.7,815.4,970,1.4979,12/6/2018,13:34:36
60,26.7,31.7,815.4,970,1.498,12/6/2018,13:34:38
61,27.9,31.6,814.9,977,1.4978,12/6/2018,13:34:40
62,28.7,31.6,814.9,977,1.498,12/6/2018,13:34:42
63,29.1,31.7,816.7,979,1.4978,12/6/2018,13:34:44
64,29.4,31.7,816.7,979,1.498,12/6/2018,13:34:46
65,30,31.7,815.4,979,1.4978,12/6/2018,13:34:48
66,31.2,31.7,815.4,979,1.498,12/6/2018,13:34:50
67,32.6,31.6,815,1005,1.4978,12/6/2018,13:34:52
68,33.7,31.6,815,1005,1.498,12/6/2018,13:34:54
69,34.6,31.7,816.7,991,1.4978,12/6/2018,13:34:56
70,35,31.7,816.7,991,1.498,12/6/2018,13:34:58
71,34.9,31.7,815.6,986,1.4978,12/6/2018,13:35:00
72,34.7,31.7,815.6,986,1.4979,12/6/2018,13:35:02
73,34.9,31.6,814.7,1002,1.4978,12/6/2018,13:35:04
74,35.7,31.6,814.7,1002,1.498,12/6/2018,13:35:06
75,36.8,31.7,816.6,1007,1.4977,12/6/2018,13:35:08
76,37.6,31.7,816.6,1007,1.4979,12/6/2018,13:35:10
77,38.2,31.7,815.9,988,1.4977,12/6/2018,13:35:12
78,38.6,31.7,815.9,988,1.4979,12/6/2018,13:35:14
79,39,31.6,814.6,1004,1.4977,12/6/2018,13:35:16
80,39.5,31.6,814.6,1004,1.4979,12/6/2018,13:35:18
81,40.2,31.7,816.6,1007,1.4977,12/6/2018,13:35:20
82,41.2,31.7,816.6,1007,1.4979,12/6/2018,13:35:22
83,42,31.7,816.3,987,1.4977,12/6/2018,13:35:24
84,42.7,31.7,816.3,987,1.4979,12/6/2018,13:35:26
85,43.2,31.6,814.4,1002,1.4977,12/6/2018,13:35:28
86,43.6,31.6,814.4,1002,1.4979,12/6/2018,13:35:30
87,44.1,31.7,815.6,988,1.4977,12/6/2018,13:35:32
88,45.1,31.7,815.6,988,1.4979,12/6/2018,13:35:34
89,46.5,31.7,816.7,994,1.4977,12/6/2018,13:35:36
90,47.9,31.7,816.7,994,1.4979,12/6/2018,13:35:38
91,49.2,31.7,815,994,1.4977,12/6/2018,13:35:40
92,50.5,31.7,815,994,1.4979,12/6/2018,13:35:42
93,52,31.6,814.8,1006,1.4977,12/6/2018,13:35:44
94,52.9,31.6,814.8,1006,1.4979,12/6/2018,13:35:46
95,53.2,31.7,816.6,996,1.4977,12/6/2018,13:35:48
96,53.4,31.7,816.6,996,1.4979,12/6/2018,13:35:50
97,54.1,31.7,815.4,991,1.4976,12/6/2018,13:35:52
98,54.9,31.7,815.4,991,1.4979,12/6/2018,13:35:54
99,55.2,31.6,814.7,1003,1.4977,12/6/2018,13:35:56
100,54.9,31.6,814.7,1003,1.4979,12/6/2018,13:35:58
101,54.7,31.7,816.5,988,1.4976,12/6/2018,13:36:00
102,54.8,31.7,816.5,988,1.4979,12/6/2018,13:36:02
103,55,31.7,815.8,985,1.4976,12/6/2018,13:36:04
104,55.5,31.7,815.8,985,1.4979,12/6/2018,13:36:06
105,56.5,31.6,814.3,996,1.4976,12/6/2018,13:36:08
106,57.3,31.6,814.3,996,1.4979,12/6/2018,13:36:10
107,57.8,31.7,816.4,987,1.4976,12/6/2018,13:36:12
108,58.3,31.7,816.4,987,1.4979,12/6/2018,13:36:14
109,59.2,31.7,816.2,989,1.4976,12/6/2018,13:36:16
