Timestamp,ID,Temp,Humidity,CO,NOX,HEATER ON
8:29:40,F45EAB9F6CCD,21.855,24.298,10,2047,1
8:29:44,F45EAB9F6CCD,21.976,23.993,8,2047,1
8:29:49,F45EAB9F6CCD,22.016,23.584,7,2047,1
8:29:54,F45EAB9F6CCD,22.117,23.383,6,2047,1
8:30:15,F45EAB9F6CCD,22.59,22.76,5,2047,1
8:30:19,F45EAB9F6CCD,22.63,22.662,5,2047,1
8:30:24,F45EAB9F6CCD,22.751,22.65,5,2047,1
8:30:29,F45EAB9F6CCD,22.882,22.65,5,2047,1
8:30:34,F45EAB9F6CCD,23.063,22.54,4,2047,1
8:30:39,F45EAB9F6CCD,23.194,22.632,4,2010,1
8:30:44,F45EAB9F6CCD,23.315,22.528,4,1946,1
8:30:49,F45EAB9F6CCD,23.486,22.522,4,1896,1
8:30:55,F45EAB9F6CCD,23.557,22.418,4,1849,1
8:31:00,F45EAB9F6CCD,23.738,22.308,4,1807,1
8:31:05,F45EAB9F6CCD,23.778,22.211,4,1772,1
8:31:10,F45EAB9F6CCD,23.859,-1000,4095,1739,1
8:31:15,F45EAB9F6CCD,24.02,22.003,4,1709,1
8:31:20,F45EAB9F6CCD,24.111,21.893,4,1680,1
8:31:25,F45EAB9F6CCD,24.211,21.79,4,1656,1
8:31:30,F45EAB9F6CCD,24.342,21.68,4,1637,1
8:31:36,F45EAB9F6CCD,24.443,21.582,4,1615,1
8:31:41,F45EAB9F6CCD,24.514,21.381,4,1594,1
8:31:46,F45EAB9F6CCD,24.715,21.173,4,1572,1
8:31:51,F45EAB9F6CCD,24.796,20.972,4,1552,1
8:31:56,F45EAB9F6CCD,24.816,20.776,4,1535,1
8:32:01,F45EAB9F6CCD,24.987,20.569,4,1518,1
8:32:06,F45EAB9F6CCD,25.108,20.459,4,1504,1
8:32:11,F45EAB9F6CCD,25.168,20.361,4,1491,1
8:32:17,F45EAB9F6CCD,25.289,20.258,4,1477,1
8:32:22,F45EAB9F6CCD,25.349,20.148,4,1463,1
8:32:27,F45EAB9F6CCD,25.38,20.05,4,1450,1
8:32:32,F45EAB9F6CCD,25.531,19.952,4,1439,1
8:32:37,F45EAB9F6CCD,25.672,19.843,3,1428,1
8:32:42,F45EAB9F6CCD,25.662,19.745,4,1417,1
8:32:47,F45EAB9F6CCD,25.762,19.745,3,1409,1
8:32:52,F45EAB9F6CCD,25.853,19.635,3,1400,1
8:32:58,F45EAB9F6CCD,25.893,19.635,3,1392,1
8:33:03,F45EAB9F6CCD,26.004,19.537,3,1381,1
8:33:08,F45EAB9F6CCD,26.115,19.427,3,1374,1
8:33:13,F45EAB9F6CCD,26.135,19.427,3,1366,1
8:33:18,F45EAB9F6CCD,26.266,19.318,3,1360,1
8:33:23,F45EAB9F6CCD,26.276,19.318,3,1355,1
8:33:28,F45EAB9F6CCD,26.346,19.318,3,1349,1
8:33:34,F45EAB9F6CCD,26.357,19.22,3,1344,1
8:33:39,F45EAB9F6CCD,26.497,19.208,3,1338,1
8:33:44,F45EAB9F6CCD,26.538,19.11,15,1332,1
8:33:49,F45EAB9F6CCD,26.598,19.11,3,1327,1
8:33:54,F45EAB9F6CCD,26.659,19.012,3,1322,1
8:33:59,F45EAB9F6CCD,26.84,19.104,3,1317,1
8:34:04,F45EAB9F6CCD,26.749,19.006,3,1312,1
8:34:09,F45EAB9F6CCD,26.84,19.006,3,1308,1
8:34:15,F45EAB9F6CCD,26.961,19.006,3,1303,1
8:34:20,F45EAB9F6CCD,26.971,19.006,3,1299,1
8:34:25,F45EAB9F6CCD,27.061,18.994,3,1295,1
8:34:30,F45EAB9F6CCD,27.092,18.994,3,1291,1
8:34:35,F45EAB9F6CCD,27.132,18.896,3,1288,1
8:34:40,F45EAB9F6CCD,27.233,18.884,3,1283,1
8:34:45,F45EAB9F6CCD,27.333,18.884,3,1282,1
8:34:50,F45EAB9F6CCD,27.343,18.884,3,1278,1
8:34:56,F45EAB9F6CCD,27.424,18.884,3,1274,1
8:35:01,F45EAB9F6CCD,27.464,18.884,3,1271,1
8:35:06,F45EAB9F6CCD,27.424,18.884,3,1267,1
8:35:11,F45EAB9F6CCD,27.555,18.677,3,1261,1
8:35:16,F45EAB9F6CCD,27.615,18.481,3,1255,1
8:35:21,F45EAB9F6CCD,27.646,18.384,3,1248,1
8:35:26,F45EAB9F6CCD,27.706,18.182,3,1244,1
8:35:31,F45EAB9F6CCD,27.756,17.981,3,1239,1
8:35:37,F45EAB9F6CCD,27.827,17.877,3,1235,1
8:35:42,F45EAB9F6CCD,27.827,17.682,3,1229,1
8:35:47,F45EAB9F6CCD,27.877,17.584,3,1224,1
8:35:52,F45EAB9F6CCD,27.867,17.389,3,1218,1
8:35:57,F45EAB9F6CCD,28.018,17.377,3,1214,1
8:36:02,F45EAB9F6CCD,28.048,17.279,3,1210,1
8:36:07,F45EAB9F6CCD,28.058,17.181,3,1207,1
8:36:12,F45EAB9F6CCD,28.149,16.98,3,1203,1
8:36:18,F45EAB9F6CCD,28.169,16.98,3,1200,1
8:36:23,F45EAB9F6CCD,28.27,16.876,3,1198,1
8:36:28,F45EAB9F6CCD,28.33,16.779,3,1194,1
8:36:33,F45EAB9F6CCD,28.361,16.681,3,1192,1
8:36:38,F45EAB9F6CCD,28.391,16.681,3,1189,1
8:36:43,F45EAB9F6CCD,28.461,16.669,3,1186,1
8:36:48,F45EAB9F6CCD,28.391,16.577,3,1184,1
8:36:53,F45EAB9F6CCD,28.451,16.473,3,1181,1
8:36:59,F45EAB9F6CCD,28.572,16.376,3,1179,1
8:37:04,F45EAB9F6CCD,28.552,16.376,3,1177,1
8:37:09,F45EAB9F6CCD,28.612,16.278,3,1174,1
8:37:14,F45EAB9F6CCD,28.693,16.168,3,1172,1
8:37:19,F45EAB9F6CCD,28.723,16.168,3,1170,1
8:37:24,F45EAB9F6CCD,28.723,16.168,3,1169,1
8:37:29,F45EAB9F6CCD,28.824,16.071,3,1167,1
8:37:34,F45EAB9F6CCD,28.834,16.071,3,1165,1
