Timestamp,ID,Temp,Humidity,CO,NOX,HEATER ON
14:00:00,A81B6A77FEE8,32.52,13.409,5,1983,1
14:00:05,A81B6A77FEE8,32.54,13.409,5,1982,1
14:00:11,A81B6A77FEE8,32.52,13.409,5,1982,1
14:00:16,A81B6A77FEE8,32.61,13.409,5,1981,1
14:00:21,A81B6A77FEE8,32.691,13.403,5,1978,1
14:00:26,A81B6A77FEE8,32.621,13.409,5,1979,1
14:00:31,A81B6A77FEE8,32.55,13.409,5,1979,1
14:00:36,A81B6A77FEE8,32.57,13.409,5,1978,1
14:00:41,A81B6A77FEE8,32.641,13.409,5,1977,1
14:00:46,A81B6A77FEE8,32.59,13.409,5,1976,1
14:00:52,A81B6A77FEE8,32.55,13.409,5,1976,1
14:00:57,A81B6A77FEE8,32.621,13.507,5,1975,1
14:01:02,A81B6A77FEE8,32.57,13.409,5,1975,1
14:01:07,A81B6A77FEE8,32.58,13.409,5,1975,1
14:01:12,A81B6A77FEE8,32.57,13.409,5,1972,1
14:01:17,A81B6A77FEE8,32.57,13.409,5,1974,1
14:01:22,A81B6A77FEE8,32.58,13.507,5,1974,1
14:01:28,A81B6A77FEE8,32.61,13.409,5,1973,1
14:01:33,A81B6A77FEE8,32.57,13.409,5,1973,1
14:01:38,A81B6A77FEE8,32.58,13.409,5,1973,1
14:01:43,A81B6A77FEE8,32.61,13.409,5,1972,1
14:01:48,A81B6A77FEE8,32.54,13.409,5,1971,1
14:01:53,A81B6A77FEE8,32.59,13.409,5,1970,1
14:01:58,A81B6A77FEE8,32.61,13.409,5,1970,1
14:02:03,A81B6A77FEE8,32.57,13.409,5,1969,1
14:02:09,A81B6A77FEE8,32.58,13.409,5,1968,1
14:02:14,A81B6A77FEE8,32.57,13.409,5,1965,1
14:02:19,A81B6A77FEE8,32.59,13.409,5,1967,1
14:02:24,A81B6A77FEE8,32.621,13.409,5,1967,1
14:02:29,A81B6A77FEE8,32.641,13.409,5,1967,1
14:02:34,A81B6A77FEE8,32.621,13.409,5,1966,1
14:02:39,A81B6A77FEE8,32.671,13.409,5,1965,1
14:02:45,A81B6A77FEE8,32.641,13.409,5,1965,1
14:02:50,A81B6A77FEE8,32.59,13.312,5,1964,1
14:02:55,A81B6A77FEE8,32.621,13.409,5,1964,1
14:03:00,A81B6A77FEE8,32.61,13.312,5,1963,1
14:03:05,A81B6A77FEE8,32.621,13.409,5,1960,1
14:03:10,A81B6A77FEE8,32.661,13.409,5,1959,1
14:03:15,A81B6A77FEE8,32.661,13.409,5,1959,1
14:03:21,A81B6A77FEE8,32.61,13.409,5,1959,1
14:03:26,A81B6A77FEE8,32.641,13.409,5,1961,1
14:03:31,A81B6A77FEE8,32.671,13.409,5,1961,1
14:03:36,A81B6A77FEE8,32.691,13.403,5,1960,1
14:03:41,A81B6A77FEE8,32.641,13.409,5,1960,1
14:03:46,A81B6A77FEE8,32.641,13.409,5,1959,1
14:03:51,A81B6A77FEE8,32.61,13.409,5,1959,1
14:03:57,A81B6A77FEE8,32.671,13.409,5,1959,1
