Log Number,Ozone,Cell Temp,Cell Pressure,Flow Rate,PDV,Date,Time
1,25.3,30.6,815.9,964,1.3937,22/06/18,12:48:42
2,31.9,30.7,815.9,987,1.3936,22/06/18,12:48:44
3,32.9,30.7,815.9,987,1.3937,22/06/18,12:48:46
4,31.3,30.7,815.5,1013,1.3937,22/06/18,12:48:48
5,31.1,30.7,815.5,1013,1.3938,22/06/18,12:48:50
6,30.8,30.7,815.5,1014,1.3938,22/06/18,12:48:52
7,30.8,30.7,815.5,1014,1.3939,22/06/18,12:48:54
8,30.7,30.7,815.7,1014,1.3938,22/06/18,12:48:56
9,30.3,30.7,815.7,1014,1.3939,22/06/18,12:48:58
10,29.9,30.7,815.5,1013,1.3939,22/06/18,12:49:00
11,26.2,30.7,815.5,1013,1.394,22/06/18,12:49:02
12,20.4,30.7,815.9,1012,1.3939,22/06/18,12:49:04
13,20.3,30.7,815.9,1012,1.3941,22/06/18,12:49:06
14,22.8,30.7,815.6,1010,1.394,22/06/18,12:49:08
15,24.6,30.7,815.6,1010,1.3942,22/06/18,12:49:10
16,26.5,30.7,815.1,999,1.3941,22/06/18,12:49:12
17,28.1,30.7,815.1,999,1.3943,22/06/18,12:49:14
18,30,30.7,815.5,984,1.3941,22/06/18,12:49:16
19,32.7,30.7,815.5,984,1.3943,22/06/18,12:49:18
20,35.5,30.7,815.7,965,1.3942,22/06/18,12:49:20
21,37.8,30.7,815.7,965,1.3944,22/06/18,12:49:22
22,39.8,30.7,815.8,952,1.3942,22/06/18,12:49:24
23,42,30.7,815.8,952,1.3945,22/06/18,12:49:26
24,44.4,30.7,815.4,941,1.3943,22/06/18,12:49:28
25,46.4,30.7,815.4,941,1.3946,22/06/18,12:49:30
26,48.1,30.7,815.9,943,1.3944,22/06/18,12:49:32
27,50.2,30.7,815.9,943,1.3947,22/06/18,12:49:34
28,52.3,30.7,815.5,945,1.3944,22/06/18,12:49:36
29,54,30.7,815.5,945,1.3947,22/06/18,12:49:38
30,55.2,30.7,815.5,947,1.3945,22/06/18,12:49:40
31,56.3,30.7,815.5,947,1.3948,22/06/18,12:49:42
32,57.5,30.7,815.6,936,1.3946,22/06/18,12:49:44
33,58.5,30.7,815.6,936,1.3949,22/06/18,12:49:46
34,59.3,30.7,815.3,932,1.3947,22/06/18,12:49:48
35,60.3,30.7,815.3,932,1.395,22/06/18,12:49:50
36,62,30.7,814.3,930,1.3947,22/06/18,12:49:52
37,63.4,30.7,814.3,930,1.395,22/06/18,12:49:54
38,64.3,30.7,813.6,930,1.3948,22/06/18,12:49:56
39,65.4,30.7,813.6,930,1.3951,22/06/18,12:49:58
40,66.8,30.7,813.2,933,1.3949,22/06/18,12:50:00
41,68.1,30.7,813.2,933,1.3952,22/06/18,12:50:02
42,69.3,30.7,813.5,922,1.3949,22/06/18,12:50:04
43,70.6,30.7,813.5,922,1.3953,22/06/18,12:50:06
44,71.7,30.7,813.6,938,1.395,22/06/18,12:50:08
45,72.4,30.7,813.6,938,1.3954,22/06/18,12:50:10
46,72.9,30.7,814,944,1.3951,22/06/18,12:50:12
47,73.7,30.7,814,944,1.3955,22/06/18,12:50:14
48,75,30.7,815,938,1.3951,22/06/18,12:50:16
49,76.3,30.7,815,938,1.3955,22/06/18,12:50:18
50,77.3,30.7,815.3,949,1.3952,22/06/18,12:50:20
51,78.4,30.7,815.3,949,1.3956,22/06/18,12:50:22
52,79.6,30.7,815.6,976,1.3953,22/06/18,12:50:24
53,80.6,30.7,815.6,976,1.3957,22/06/18,12:50:26
54,82.1,30.7,815.4,996,1.3953,22/06/18,12:50:28
55,83.9,30.7,815.4,996,1.3957,22/06/18,12:50:30
56,85.1,30.7,815.7,996,1.3954,22/06/18,12:50:32
57,85.9,30.7,815.7,996,1.3958,22/06/18,12:50:34
