Log Number,Ozone,Cell Temp,Cell Pressure,Flow Rate,PDV,Date,Time
1,14.3,30.8,812.4,937,1.399,21/06/18,11:09:20
2,8.7,30.8,812.4,937,1.3992,21/06/18,11:09:22
3,7.7,30.8,812.5,912,1.3991,21/06/18,11:09:24
4,9,30.8,812.5,912,1.3992,21/06/18,11:09:26
5,9.4,31,814,937,1.3992,21/06/18,11:09:28
6,9.8,31,814,937,1.3993,21/06/18,11:09:30
7,9.9,31,811.8,947,1.3993,21/06/18,11:09:32
8,9.4,31,811.8,947,1.3994,21/06/18,11:09:34
9,8.6,30.9,812.3,923,1.3993,21/06/18,11:09:36
10,7.9,30.9,812.3,923,1.3994,21/06/18,11:09:38
11,10.8,31,813.9,939,1.3994,21/06/18,11:09:40
12,16.6,31,813.9,939,1.3995,21/06/18,11:09:42
13,18.4,31,811.6,952,1.3994,21/06/18,11:09:44
14,17.9,31,811.6,952,1.3996,21/06/18,11:09:46
15,18.6,31,813.1,937,1.3995,21/06/18,11:09:48
16,19.7,31,813.1,937,1.3996,21/06/18,11:09:50
17,21.3,31.1,814,929,1.3995,21/06/18,11:09:52
18,23.4,31.1,814,929,1.3997,21/06/18,11:09:54
19,25.7,31.1,811.4,942,1.3996,21/06/18,11:09:56
20,28.4,31.1,811.4,942,1.3998,21/06/18,11:09:58
21,31.3,30.9,813.9,979,1.3996,21/06/18,11:10:00
22,33.4,30.9,813.9,979,1.3999,21/06/18,11:10:02
23,35.4,31.1,813.1,946,1.3997,21/06/18,11:10:04
24,38,31.1,813.1,946,1.3999,21/06/18,11:10:06
25,40.6,31,812.4,952,1.3997,21/06/18,11:10:08
26,42.6,31,812.4,952,1.4,21/06/18,11:10:10
27,44.8,31.1,813.6,960,1.3998,21/06/18,11:10:12
28,47.5,31.1,813.6,960,1.4001,21/06/18,11:10:14
29,49.9,31.1,811.6,954,1.3998,21/06/18,11:10:16
30,52,31.1,811.6,954,1.4001,21/06/18,11:10:18
31,53.5,31,813.6,956,1.3999,21/06/18,11:10:20
32,54.5,31,813.6,956,1.4002,21/06/18,11:10:22
33,55.6,31.1,811.5,947,1.4,21/06/18,11:10:24
34,56.6,31.1,811.5,947,1.4002,21/06/18,11:10:26
35,57.6,31,813.7,956,1.4,21/06/18,11:10:28
36,59.1,31,813.7,956,1.4003,21/06/18,11:10:30
37,60.3,31.1,812.3,956,1.4001,21/06/18,11:10:32
38,60.7,31.1,812.3,956,1.4004,21/06/18,11:10:34
39,61.1,31.1,813.8,983,1.4001,21/06/18,11:10:36
40,61.7,31.1,813.8,983,1.4005,21/06/18,11:10:38
41,63,31.1,814.6,946,1.4002,21/06/18,11:10:40
42,65.2,31.1,814.6,946,1.4005,21/06/18,11:10:42
43,67.1,31.2,811.8,973,1.4003,21/06/18,11:10:44
44,68.4,31.2,811.8,973,1.4006,21/06/18,11:10:46
45,70,31.1,814.1,952,1.4003,21/06/18,11:10:48
46,71.2,31.1,814.1,952,1.4007,21/06/18,11:10:50
47,72.4,31.2,812.2,952,1.4004,21/06/18,11:10:52
48,74.1,31.2,812.2,952,1.4008,21/06/18,11:10:54
