Log Number,Ozone,Cell Temp,Cell Pressure,Flow Rate,PDV,Date,Time
1,34.5,28.8,814.5,942,1.4039,1/6/2018,10:02:02
2,80.1,28.9,816,977,1.404,1/6/2018,10:02:04
3,89,28.9,816,977,1.4041,1/6/2018,10:02:06
4,80.2,28.8,813.9,939,1.4042,1/6/2018,10:02:08
5,81,28.8,813.9,939,1.4044,1/6/2018,10:02:10
6,81.4,28.8,815.6,957,1.4045,1/6/2018,10:02:12
7,81.2,28.8,815.6,957,1.4047,1/6/2018,10:02:14
8,80.7,28.8,813.6,977,1.4048,1/6/2018,10:02:16
9,80.3,28.8,813.6,977,1.4049,1/6/2018,10:02:18
10,80.3,28.8,814.3,957,1.405,1/6/2018,10:02:20
11,53.1,28.8,814.3,957,1.4052,1/6/2018,10:02:22
12,7.3,28.9,815.6,957,1.4053,1/6/2018,10:02:24
13,-1.8,28.9,815.6,957,1.4054,1/6/2018,10:02:26
14,7.1,28.9,813.9,976,1.4055,1/6/2018,10:02:28
15,6.8,28.9,813.9,976,1.4056,1/6/2018,10:02:30
16,6.7,28.8,816.1,959,1.4057,1/6/2018,10:02:32
17,6.9,28.8,816.1,959,1.4059,1/6/2018,10:02:34
18,7.6,28.9,813.7,959,1.4059,1/6/2018,10:02:36
19,8.9,28.9,813.7,959,1.4061,1/6/2018,10:02:38
20,10.3,28.8,815.6,957,1.4062,1/6/2018,10:02:40
21,11,28.8,815.6,957,1.4063,1/6/2018,10:02:42
22,11.5,28.9,813.9,970,1.4064,1/6/2018,10:02:44
23,12.2,28.9,813.9,970,1.4066,1/6/2018,10:02:46
24,13.1,29,815.7,980,1.4066,1/6/2018,10:02:48
25,14.3,29,815.7,980,1.4068,1/6/2018,10:02:50
26,15.8,29,813.9,968,1.4068,1/6/2018,10:02:52
27,17.4,29,813.9,968,1.407,1/6/2018,10:02:54
28,18.6,28.9,815.7,978,1.407,1/6/2018,10:02:56
29,19.3,28.9,815.7,978,1.4072,1/6/2018,10:02:58
30,19.8,29,813.9,966,1.4072,1/6/2018,10:03:00
